================ Training Loss (Tue May 14 16:15:23 2019) ================
================ Training Loss (Tue May 14 16:16:04 2019) ================
(epoch: 1, iters: 1600, time: 0.035, data: 2.804) G_GAN: 0.803 G_L1: 16.160 D_real: 0.805 D_fake: 0.713 
(epoch: 1, iters: 3200, time: 0.035, data: 0.005) G_GAN: 0.985 G_L1: 15.002 D_real: 0.681 D_fake: 0.743 
(epoch: 1, iters: 4800, time: 0.035, data: 0.005) G_GAN: 1.416 G_L1: 17.561 D_real: 0.567 D_fake: 0.556 
(epoch: 1, iters: 6400, time: 0.035, data: 0.005) G_GAN: 1.352 G_L1: 16.537 D_real: 0.402 D_fake: 0.578 
(epoch: 1, iters: 8000, time: 0.035, data: 0.005) G_GAN: 1.126 G_L1: 15.875 D_real: 0.576 D_fake: 0.483 
(epoch: 1, iters: 9600, time: 0.035, data: 0.005) G_GAN: 0.991 G_L1: 15.293 D_real: 0.718 D_fake: 0.411 
(epoch: 2, iters: 1152, time: 0.035, data: 0.004) G_GAN: 1.357 G_L1: 15.229 D_real: 0.425 D_fake: 0.461 
(epoch: 2, iters: 2752, time: 0.035, data: 0.004) G_GAN: 1.934 G_L1: 14.879 D_real: 0.278 D_fake: 0.503 
(epoch: 2, iters: 4352, time: 0.035, data: 0.005) G_GAN: 1.635 G_L1: 16.563 D_real: 0.480 D_fake: 0.358 
(epoch: 2, iters: 5952, time: 0.035, data: 0.004) G_GAN: 1.832 G_L1: 16.079 D_real: 0.167 D_fake: 0.583 
(epoch: 2, iters: 7552, time: 0.035, data: 0.005) G_GAN: 2.102 G_L1: 15.506 D_real: 0.611 D_fake: 0.174 
(epoch: 2, iters: 9152, time: 0.035, data: 0.005) G_GAN: 1.136 G_L1: 16.193 D_real: 0.453 D_fake: 0.670 
(epoch: 3, iters: 704, time: 0.035, data: 0.004) G_GAN: 1.163 G_L1: 15.221 D_real: 0.350 D_fake: 0.703 
(epoch: 3, iters: 2304, time: 0.035, data: 0.003) G_GAN: 2.259 G_L1: 16.238 D_real: 0.344 D_fake: 0.891 
(epoch: 3, iters: 3904, time: 0.035, data: 0.005) G_GAN: 2.285 G_L1: 16.050 D_real: 0.285 D_fake: 0.429 
(epoch: 3, iters: 5504, time: 0.035, data: 0.005) G_GAN: 2.127 G_L1: 16.588 D_real: 0.140 D_fake: 0.662 
(epoch: 3, iters: 7104, time: 0.035, data: 0.004) G_GAN: 2.990 G_L1: 16.620 D_real: 0.245 D_fake: 0.542 
(epoch: 3, iters: 8704, time: 0.035, data: 0.005) G_GAN: 1.810 G_L1: 16.357 D_real: 0.350 D_fake: 0.272 
(epoch: 4, iters: 256, time: 0.035, data: 0.005) G_GAN: 1.126 G_L1: 16.494 D_real: 0.535 D_fake: 0.227 
(epoch: 4, iters: 1856, time: 0.035, data: 0.003) G_GAN: 1.769 G_L1: 15.458 D_real: 0.340 D_fake: 0.788 
(epoch: 4, iters: 3456, time: 0.036, data: 0.005) G_GAN: 2.059 G_L1: 16.452 D_real: 0.162 D_fake: 0.790 
(epoch: 4, iters: 5056, time: 0.036, data: 0.005) G_GAN: 1.642 G_L1: 16.532 D_real: 0.347 D_fake: 0.648 
(epoch: 4, iters: 6656, time: 0.035, data: 0.005) G_GAN: 1.273 G_L1: 15.975 D_real: 0.232 D_fake: 0.481 
(epoch: 4, iters: 8256, time: 0.035, data: 0.005) G_GAN: 1.923 G_L1: 16.394 D_real: 0.269 D_fake: 0.414 
(epoch: 4, iters: 9856, time: 0.035, data: 0.005) G_GAN: 1.344 G_L1: 17.720 D_real: 0.695 D_fake: 0.139 
(epoch: 5, iters: 1408, time: 0.036, data: 0.004) G_GAN: 1.592 G_L1: 15.409 D_real: 0.416 D_fake: 0.400 
